Time(s), Acceleration_X, Acceleration_Y, Acceleration_Z, Gyro_X(dps), Gyro_Y(dps), Gyro_Z(dps), Magnetometer_X, Magnetometer_Y, Magnetometer_Z
0.18092823,-0.012451172,-0.000976563,-1.134033203,0.061035156,-0.732421875,0.244140625,-15.23403159,19.17695742,22.63433875
0.190808535,-0.009765625,0.007324219,-1.123535156,0.122070313,-0.640869141,-0.030517578,-16.1301511,15.7717033,22.11599512
0.200686455,-0.013916016,0.003173828,-1.132324219,-0.061035156,-0.640869141,0.061035156,-16.1301511,15.7717033,22.11599512
0.21056509,-0.010009766,0.003662109,-1.144287109,0.183105469,-0.885009766,-0.305175781,-16.1301511,15.7717033,22.11599512
0.220461607,-0.011230469,0.000244141,-1.139892578,0.091552734,-0.732421875,-0.244140625,-16.1301511,15.7717033,22.11599512
0.230340242,-0.012695313,0.002441406,-1.122314453,0.213623047,-0.701904297,-0.152587891,-16.1301511,15.7717033,22.11599512
0.240246058,-0.009521484,-0.001220703,-1.125732422,0.091552734,-1.037597656,-0.122070313,-16.1301511,15.7717033,22.11599512
0.250129461,-0.016113281,0.001220703,-1.142578125,0.122070313,-0.793457031,-0.122070313,-14.69635989,16.8470467,22.80711996
0.260008574,-0.015380859,0.002197266,-1.144042969,0.030517578,-0.762939453,-0.122070313,-16.1301511,18.63928571,23.15268239
0.269886017,-0.016357422,0.003173828,-1.130126953,0.152587891,-0.732421875,-0.244140625,-15.5924794,17.38471841,23.3254636
0.279763937,-0.013427734,0.000244141,-1.122314453,-0.091552734,-0.701904297,0,-12.90412088,18.28083791,22.46155754
0.289647341,-0.013916016,0.001464844,-1.132568359,-0.061035156,-0.701904297,-0.518798828,-13.62101648,18.63928571,22.46155754
0.299534082,-0.016113281,-0.000732422,-1.137939453,0.030517578,-0.9765625,-0.030517578,-15.05480769,18.63928571,22.11599512
0.309413433,-0.019042969,0.001464844,-1.132568359,0.152587891,-0.793457031,-0.183105469,-15.05480769,18.63928571,22.11599512
0.319293976,-0.013671875,-0.001464844,-1.127929688,0.091552734,-0.762939453,-0.152587891,-15.05480769,18.63928571,22.11599512
0.329172373,-0.012695313,0.001220703,-1.131347656,0.152587891,-0.854492188,-0.213623047,-15.05480769,18.63928571,22.11599512
0.339048862,-0.013916016,0.001464844,-1.134033203,0.061035156,-0.854492188,-0.213623047,-15.05480769,18.63928571,22.11599512
0.348927498,-0.014160156,0.002929688,-1.134765625,0.122070313,-0.549316406,-0.091552734,-13.80024038,18.10161401,22.97990118
0.358822346,-0.015380859,0.001464844,-1.126953125,0.183105469,-0.396728516,0,-15.5924794,18.81850962,22.63433875
